specimen,run,datatype,datafile,library,barcode
icAdaBipu332,TRACTION-RUN-2387,pacbio,https://tolit.cog.sanger.ac.uk/test-data/Adalia_bipunctata/genomic_data/icAdaBipu332/pacbio/m84093_260423_193159_s3.hifi_reads.Plate_A_26_B04_F--Plate_A_26_B04_R.subset.bam,amplified,
